Brand,Product,Technology,Announced,Status,Dimension,Weight,SIM,USB,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Jack,Bluetooth,GPS,NFC,Radio,Charging,Wlan,Sensor,Price,
Samsung,Galaxy A7 (2017),GSM / HSPA / LTE,"2017, January. Released 2017, January",Discontinued,156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),186 g (6.56 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"5.7 inches, 89.6 cm2 (~73.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7880 (14 nm),Octa-core 1.9 GHz Cortex-A53,Mali-T830MP3,microSDXC (dedicated slot),32GB 3GB RAM,Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",Yes,FM radio,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",About 280 EUR,
Samsung,Galaxy A5 (2017),GSM / HSPA / LTE,"2017, January. Released 2017, January",Discontinued,146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),157 g (5.54 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"5.2 inches, 74.5 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7880 (14 nm),Octa-core 1.9 GHz Cortex-A53,Mali-T830MP3,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM",Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",Yes,FM radio,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",About 190 EUR,
Samsung,Galaxy A3 (2017),GSM / HSPA / LTE,"2017, January. Released 2017, January",Discontinued,135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),138 g (4.87 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"4.7 inches, 60.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,microSDXC (uses shared SIM slot) - dual SIM model only,16GB 2GB RAM,Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,FM radio, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",About 220 EUR,
Samsung,Galaxy Grand Prime Plus,GSM / HSPA / LTE,"2016, November. Released 2016, November",Discontinued,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),160 g (5.64 oz),"Hybrid Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737T (28 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),"8GB 1.5GB RAM, 16GB 1.5GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 140 EUR,
Samsung,Galaxy J2 Prime,GSM / HSPA / LTE,"2016, November. Released 2016, November",Discontinued,144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),160 g (5.64 oz),"Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737T (28 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot) - dual SIM model only,"8GB 1.5GB RAM, 16GB 1.5GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 130 EUR,
Samsung,Galaxy C9 Pro,GSM / HSPA / LTE,"2016, October. Released 2016, November",Discontinued,162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),189 g (6.67 oz),"Dual SIM (Nano-SIM, dual stand-by)",USB Type-C,"6.0 inches, 99.2 cm2 (~75.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8976 Pro Snapdragon 653 (28 nm),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (dedicated slot),64GB 6GB RAM,Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",Yes,Stereo FM radio with RDS,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity, compass",About 380 EUR,
Samsung,Galaxy C10,GSM / HSPA / LTE,Not announced yet,Cancelled,-,-,"Dual SIM (Nano-SIM, dual stand-by)",USB Type-C,"6.0 inches, 99.2 cm2","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 7.1.1 (Nougat),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,Stereo FM radio with RDS,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity, compass", ,
Samsung,Galaxy A8 (2016),GSM / HSPA / LTE,"2016, September. Released 2016, October",Discontinued,156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),182 g (6.42 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"5.7 inches, 89.6 cm2 (~74.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Android 6.0.1 (Marshmallow),Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,microSDXC (uses shared SIM slot),32GB 3GB RAM,Yes,"4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",Yes,"FM radio, RDS, recording", ,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity, compass",About 300 EUR,
Samsung,Galaxy On8,GSM / HSPA / LTE,"2016, September. Released 2016, October",Discontinued,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),169 g (5.96 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0.1 (Marshmallow),Exynos 7580 Octa (28 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 3GB RAM,Yes,"4.1, A2DP","Yes, with A-GPS, GLONASS",Yes,"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 200 EUR,
Samsung,Galaxy On7 (2016),GSM / HSPA / LTE,"2016, September. Released 2016, October",Discontinued,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),167 g (5.89 oz),Dual SIM,microUSB 2.0,"5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),32GB 3GB RAM,Yes,"4.2, A2DP","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,FM radio,Fast charging 18W,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity",About 200 EUR,
Samsung,Gear S3 classic,GSM / HSPA / LTE,"2017, March","Available. Released 2017, May",49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),57 g (2.01 oz),eSIM,No,1.3 inches,360 x 360 pixels (~392 ppi density),Tizen OS 5.5,Exynos 7 Dual 7270 (14 nm),Dual-core 1.0 GHz Cortex-A53, ,No,4GB 768MB RAM,No,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,No,Qi wireless charging,Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate, barometer",About 330 EUR,
Samsung,Gear S3 frontier,No cellular connectivity,"2016, August. Released 2016, November",Discontinued,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),63 g (2.22 oz),No,No,1.3 inches,360 x 360 pixels (~278 ppi density),Tizen OS 5.5,Exynos 7 Dual 7270 (14 nm),Dual-core 1.0 GHz Cortex-A53, ,No,4GB 768MB RAM,No,"4.2, A2DP, LE","Yes, GLONASS",Yes,No,Qi wireless charging,Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate, barometer",About 210 EUR,
Samsung,Gear S3 frontier LTE,GSM / HSPA / LTE,"2016, August. Released 2016, November",Discontinued,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),63 g (2.22 oz),eSIM,No,1.3 inches,360 x 360 pixels (~278 ppi density),Tizen OS 5.5,Exynos 7 Dual 7270 (14 nm),Dual-core 1.0 GHz Cortex-A53, ,No,4GB 768MB RAM,No,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,No,Qi wireless charging,Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate, barometer",About 300 EUR,
Samsung,Galaxy J5 Prime,GSM / HSPA / LTE,"2016, September 19. Released 2016, October",Discontinued,142.8 x 69.5 x 8.1 mm (5.62 x 2.74 x 0.32 in),143 g (5.04 oz),"Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720 MP2,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,FM radio; recording, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity",About 120 EUR,
Samsung,Galaxy J7 Prime,GSM / HSPA / LTE,"2016, September 01. Released 2016, November 30",Discontinued,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),167 g (5.89 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 9.0 (Pie), One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity",About 210 EUR,
Samsung,Z2,GSM / HSPA / LTE,"2016, August. Released 2016, August",Discontinued,121.5 x 63 x 10.8 mm (4.78 x 2.48 x 0.43 in),127 g (4.48 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"4.0 inches, 45.5 cm2 (~59.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Tizen 2.4,Spreadtrum SC9830,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS, GLONASS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,About 80 EUR,
Samsung,Galaxy Note7 (USA),GSM / CDMA / HSPA / EVDO / LTE,"2016, August. Released 2016, August",Discontinued,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),169 g (5.96 oz),Nano-SIM,USB Type-C 3.1,"5.7 inches, 89.6 cm2 (~79.0% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 6.0.1 (Marshmallow), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (dedicated slot),64GB 4GB RAM,Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",Yes,No,"Fast charging 15W
Quick Charge 2.0
PMA wireless charging","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Iris scanner, fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",About 760 EUR,
Samsung,Galaxy Note7,GSM / CDMA / HSPA / EVDO / LTE,"2016, August. Released 2016, August",Discontinued,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),169 g (5.96 oz),Nano-SIM,USB Type-C 3.1,"5.7 inches, 89.6 cm2 (~79.0% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 6.0.1 (Marshmallow), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (dedicated slot),64GB 4GB RAM,Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",Yes,No,"Fast charging 15W
Quick Charge 2.0
PMA wireless charging","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Iris scanner, fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",About 760 EUR,
Samsung,Galaxy On7 Pro,GSM / HSPA / LTE,"2016, July. Released 2016, July",Discontinued,152 x 78 x 8 mm (5.98 x 3.07 x 0.31 in),172 g (6.07 oz),"Hybrid Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),16GB 2GB RAM,Yes,"4.1, A2DP","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 150 EUR,
Samsung,Galaxy On5 Pro,GSM / HSPA / LTE,"2016, July. Released 2016, July",Discontinued,142.3 x 72.1 x 8.5 mm (5.60 x 2.84 x 0.33 in),149 g (5.26 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Exynos 3475 Quad (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-T720,microSDXC (dedicated slot),16GB 2GB RAM,Yes,"4.1, A2DP","Yes, with A-GPS, GLONASS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 120 EUR,
Samsung,Galaxy Tab J,GSM / HSPA / LTE,"2016, July. Released 2016, August",Discontinued,186.9 x 108.8 x 8.7 mm (7.36 x 4.28 x 0.34 in),289 g (10.19 oz),Micro-SIM,"microUSB 2.0, USB On-The-Go","7.0 inches, 142.1 cm2 (~69.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Android 5.1 (Lollipop),Spreadtrum SC8830,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1.5GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS, GLONASS",No,"FM radio, RDS", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer, ,
Samsung,Galaxy J Max,GSM / HSPA / LTE,"2016, July. Released 2016, August",Discontinued,186.9 x 108.8 x 8.7 mm (7.36 x 4.28 x 0.34 in),289 g (10.19 oz),"Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","7.0 inches, 142.1 cm2 (~69.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Android 5.1 (Lollipop),Spreadtrum SC8830,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1.5GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS, GLONASS",No,"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,About 150 EUR,
Samsung,Galaxy J2 Pro (2016),GSM / HSPA / LTE,"2016, July. Released 2016, July",Discontinued,142.4 x 71.1 x 8 mm (5.61 x 2.80 x 0.31 in),138 g (4.87 oz),"Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0.1 (Marshmallow),Spreadtrum SC8830,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),16GB 2GB RAM,Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",No,"FM radio, RDS", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 140 EUR,
Samsung,Galaxy J2 (2016),GSM / HSPA / LTE,"2016, July. Released 2016, July",Discontinued,142.4 x 71.1 x 8 mm (5.61 x 2.80 x 0.31 in),138 g (4.87 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0.1 (Marshmallow),Spreadtrum SC8830,Quad-core 1.5 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1.5GB RAM,Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",No,"FM radio, RDS", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 120 EUR,
Samsung,Z3 Corporate,GSM / HSPA / LTE,"2016, June. Released 2016, June",Discontinued,141.5 x 69.9 x 7.9 mm (5.57 x 2.75 x 0.31 in),-,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.0 inches, 68.9 cm2 (~69.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Tizen 2.4,Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),8GB 1GB RAM,Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Accelerometer, proximity",About 200 EUR,
Samsung,Galaxy Xcover 3 G389F,GSM / HSPA / LTE,"2016, April. Released 2016, April",Discontinued,132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in),154 g (5.43 oz),Micro-SIM,microUSB 2.0,"4.5 inches, 57.6 cm2 (~61.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 6.0 (Marshmallow),Exynos 3475 Quad (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (dedicated slot),8GB 1.5GB RAM,Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,FM radio, ,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, proximity, compass",About 200 EUR,
Samsung,Galaxy S7 active,GSM / HSPA / LTE,"2016, June. Released 2016, June",Discontinued,148.8 x 74.9 x 9.9 mm (5.86 x 2.95 x 0.39 in),184.8 g (6.53 oz),Nano-SIM,"microUSB 2.0, USB On-The-Go","5.1 inches, 71.7 cm2 (~64.3% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), TouchWiz UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (dedicated slot),32GB 4GB RAM,Yes,"4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",Yes,"Stereo FM radio, RDS","Fast charging 15W
Quick Charge 2.0
Qi/PMA wireless charging - market dependent","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",About 360 EUR,
Samsung,Galaxy J3 Pro,GSM / CDMA / HSPA / EVDO / LTE,"2016, June. Released 2016, June",Discontinued,142.2 x 71.3 x 8 mm (5.60 x 2.81 x 0.31 in),139 g (4.90 oz),"Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 2GB RAM,Yes,"4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",Yes,"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 130 EUR,
Samsung,Galaxy C7,GSM / HSPA / LTE,"2017, September","Available. Released 2017, October",152.4 x 74.7 x 7.9 mm (6.00 x 2.94 x 0.31 in),180 g (6.35 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.1 (Nougat), ,Octa-core (4x2.4 GHz & 4x1.7 GHz), ,microSDXC (uses shared SIM slot),32GB 4GB RAM,Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,FM radio, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",About 230 EUR,
Samsung,Galaxy C5,GSM / HSPA / LTE,"2017, March. Released 2017, March",Discontinued,145.7 x 71.4 x 7 mm (5.74 x 2.81 x 0.28 in),145 g (5.11 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"5.2 inches, 74.5 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),64GB 4GB RAM,Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,Stereo FM radio with RDS; recording, ,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",About 220 EUR,
Samsung,Galaxy A9 Pro (2016),GSM / HSPA / LTE,"2016, March. Released 2016, May",Discontinued,161.7 x 80.9 x 7.9 mm (6.37 x 3.19 x 0.31 in),210 g (7.41 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"6.0 inches, 99.2 cm2 (~75.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), Experience UI 9",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (dedicated slot),32GB 4GB RAM,Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",Yes,"FM radio, RDS, recording",Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity, compass",About 300 EUR,
Samsung,Galaxy J7 (2016),GSM / HSPA / LTE,"2016, March 29. Released 2016, April",Discontinued,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),170 g (6.00 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.1 (Oreo)","Qualcomm MSM8952 Snapdragon 617 (28 nm)
Exynos 7870 Octa (14 nm)","Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)
Octa-core 1.6 GHz Cortex-A53","Adreno 405
Mali-T830 MP1",microSDXC (dedicated slot),16GB 2GB RAM,Yes,"4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",Yes (market dependent for dual-SIM model),"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 230 EUR,
Samsung,Galaxy J5 (2016),GSM / HSPA / LTE,"2016, March. Released 2016, April",Discontinued,145.8 x 72.3 x 8.1 mm (5.74 x 2.85 x 0.32 in),159 g (5.61 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.2 inches, 74.5 cm2 (~70.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 2GB RAM,Yes,"4.1, A2DP","Yes, with A-GPS, GLONASS",Yes (market dependant),"FM radio, RDS, recording", ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",About 190 EUR,
